text	label
"the rock is destined to be the 21st century's new "" conan "" and that he's going to make a splash more more than arnold schwarzenegger, jean - claud van damme or steven ravel."	1
"the gorgeous and elaborate continuation of "" the lord of the rings "" trilogy is so huge that a column of words cannot adequately describe co - writer / - ralph jackson's final vision of j. r. r. tolkien's middle - earth."	1
effective but too - tepid bio.	1
if you sometimes like to go to the movies to have fun, wasabi is a good place to start.	1
emerges as something rare, standard issue movie that's so honest and keenly observed that it doesn't feel like one.	1
the film provides some great insight into the neurotic mindset of all comics - - even those who have reached the absolute top of the game.	1
offers that rare combination ofpressive and education.	1
perhaps no picture ever made has more literally showed that the road to hell was paved with evil intentions.	1
pris turns in a snappy grin that curls at the edges ; it's so clever you ought actually hate it. but he somehow pulls it off.	1
take care of my cat offers a refreshingly clean slice of asian cinema.	1
this is a film just worth seeing, talking and singing heads and all.	1
what really surprises about wisegirls is its low - key quality and genuine humor.	1
( wendigo ; ) why we go to the cinema : to be fed from the eye, the heart, the soul.	1
into of the biggest family - oriented strategic fantasy - adventure movies ever.	1
ultimately, it ponders the reasons children need stories so much.	1
an anonymous essay'who wrote it'in which the reputation of the most famous author who ever lived comes into question.	1
illuminating his overly talky documentary.	1
a masterpiece four years in the making.	1
this movie's ripe, enrapturing beauty will tempt those willing to probe its inscrutable mysteries.	1
offers a breath of the fresh air of true sophistication.	1
a thoughtful, provocative, insistently human propaganda film.	1
with a cast that includes some of the top actors working in independent film, lovely & amazing involves us because it is so incisive and and awfully amusing about how we feel about our lives.	1
a abstract and frighteningly evocative assembly of imagery and hypnotic music composed by philip glass.	1
not for everyone, but for those with whom it will connect, it's a nice departure from standard movie theater fare.	1
scores a few points for doing what it does with a dedicated and good - backed professionalism.	1
occasionally melodramatic so it + s also extremely effective.	1
spiderman ;	1
a sadistic love story that brings out the latent 15 - year - old romantic in everyone.	1
at about 95 minutes, treasure planet maintains a brisk pace as it races through the familiar story. however, it lacks grandeur and that epic quality often associated with stevenson's tale as well as with other disney efforts.	1
it helps that lil bow wow... tones down his chit penis sized one - act invisible play someone who resembles a real kid.	1
guaranteed to move anyone who ever shook, rattled, or rolled.	1
a masterful film from a master filmmaker, unique in its deceptive richness, compelling in its fatalist worldview.	1
light, cute and forgettable.	1
if there's a way to effectively teach kids about the dangers of drugs, then then it's in discs like the ( unfortunately r - rated ) paid.	1
while anyone would be like to give it the new title of two weddings and a funeral, it's a far more thoughtful film than any slice of hugh grant whimsy.	1
although everything might be literateate smart, it never took off and always seemed static.	1
cantet perfectly interpreting the hotel ecologybbies, two - lane streets, and roadside cafes that permeate vincent's days	1
mrs. fulford - wierzbic newton is unusually spooky in her sultry, calculating lolita turn.	1
though it is by no means his best work on laissez - passer, a distinguished and distinctive effort by a bona - fide director, a fascinating film replete with rewards to be had, all willing to make the effort to reap them.	1
like most bond outings in recent years, some of the stunts are so outlandish that they border on commercial villainlike. a heavy reliance on cgi technology is beginning to creep into the series.	1
it draws our attention like a scarf, she acts circles around her better known co - star, mark wahlberg.	1
the story loses its bite in a twenty - minute contrasting ending that's even less plausible than the rest of the picture. speaking of a all, though, this is a refreshingly novel ride.	1
