text	label
"the rock is destined to be the 21st century's new "" conan "" and that he's going to make a potential even greater than arnold schwarzenegger, d - clem van damme or mario segal."	1
"the gorgeously elaborate continuation of "" the lord of the rings "" trilogy is so huge that one column of words cannot adequately describe co - writer / director trey jackson's expanded vision of j. r. r. tolkien's middle middle earth."	1
effective but toy - tepid biopic	1
if you sometimes wanted to go to the movies to have fun, wasabi was a good place to start.	1
emerges as something rare, standard issue movie that's so honest and keen of here that it doesn't feel like one.	1
the film provides some great insight into the neurotic mindset of all comics - - even those who have reached the absolute top of the game.	1
offers that a combination of entertainment and education.	1
perhaps every picture ever made has more than showed german the road to hell is paved with good intentions.	1
steers turns in a sappy screenplay that curls at the edges ; it's so clever i want to hate it. but, i laughs it off.	1
take care of my heart offers a refreshingly different cheek of asian cinema.	1
this is a film well worth seeing, talking and singing heads and faces.	1
what really appeals about guardian serpents is its low - key quality and genuine tenderness.	1
( mendigo is ). to go to the cinema : to be fed through the eye, the heart, the mind.	1
one of the greatest action - oriented, fantasy - adventure movies ever.	1
foremost, it ponders the why we need stories so much.	1
an utterly compelling'who wrote what'for which the reputation of the most famous author who ever lived comes to question.	1
illuminating if overly corny documentary.	1
a masterpiece four years of the making.	1
the movie's classic, enrapturing beauty will tempt those willing to forgive its inscrutable mysteries.	1
offers a breath of the freshness of southern sophistication.	1
a thoughtful, provocative, insistently humanizing film.	1
with a cast that includes some of the top actors working in the film, lovely & amazing involves us because it sounds so incisive, so bleak and amusing about how we go about our lives.	1
a quantitative and frighteningly evocative assembly of surreal and hypnotic music composed by philip glass.	1
not for everyone, but for those with whom it will connect, it's a nice departure from standard kid punishment thinking.	1
scores a few points in doing as it does with a dedicated and good - hearted professionalism.	1
while melodramatic, it's also highly effective.	1
spider of rocks	1
an idealistic love story that brings out the latent 15 - year - old romantic in love.	1
running about 95 minutes, treasure planet maintains a brisk pace as it races through the familiar story. however, it lacks grandeur and that epic quality highly associated with stevenson's productions as it impressed with his disney efforts.	1
he helps out lil bow wow.. he tones down his pint - sized gangsta act to play someone who resembles a real kid.	1
guaranteed to move anyone who ever shook, rattled, or rolled.	1
a masterful film from the master makers, unique in its deceptive grimness, compelling in its fatalist worldview.	1
light, cute and forgettable.	1
if there's a way out to teach kids about the dangers of drugs, i think it's for projects like the ( unfortunately r - rated ) paid.	1
while it would be easy to give crush the new title of two weddings and a funeral, it's a far more thoughtful film than any amount of hugh grant whimsy.	1
though everything might be literate and smart, it never took off and always was static.	1
cantet perfectly captures the traffic lobbies, two - lane highways, and roadside cafes that permeate vincent's days	1
ms. smith tudor - wierzbicki looked almost spooky in her sulky, calculating lolita turn.	1
though it is by no means his best work, laissez - passer is a distinguished and distinctive effort by a bona - fide master, a fascinating film replete with rewards to be had by all willing to make the effort to rewrite them.	1
like most bond outings in recent years, some of the stunts are so outlandish that they border on being deflike. a heavy reliance on cgi technology is beginning to creep into the series.	1
newton captures heavy attention like a magnet, and acts circles around her better known co - star, mark wahlberg.	1
the story takes its bite in a last - minute happy ending that has seems far less plausible than the rest of the picture. much of the way, though, this is a heavy thrill car ride.	1
fuller would to have called this gutsy and at times exhilarating movie a great yarn.	1
' compleja e intelectoramente relatas, el hidron de orquideas es uno de esos filmes que vale la pena ver precisamente por su originalidad. '	1
the piece makes a strong case for the importance of the musicians in creating a motown sound.	1
karmen moves like rhythm alone, her lips moving to the beat, her long, braided hair doing little to wipe away the jeweled beads of sweat.	1
gosling provides an amazing performance that dwarfs everything else in the film.	1
a real movie, about real people, that gives us a rare glimpse into a culture most of us don't know.	1
tender but lacerating and darkly funny fable.	1
may be spoofing an easy target, not those old'50's giant creature features - - but... society acknowledges and celebrates their cheesiness as the reason why people get a laugh out of watching them today.	1
an engaging account of fox's eccentric career.	1
in its ragged, hollow and unassuming way, the movie works.	1
some actors have so much charisma that you'd be happy to listen to them reading the phone book. hugh grant and sandra bullock are two such such great actors.	1
sandra nettelbeck beautifully orchestrates the transformation of model chilly, neurotic, and self - absorbed, as his heart begins to open.	1
behind the snow games are lovable siberian huskies ( plus one sheep dog ), the picture hosts a parka - wrapped dose of heart.	1
everytime you think undercover brother has run out of steam, it finds a new place to surprise and amuse.	1
manages to be original, even though it ticks off many of its customers.	1
singer / composer bryan adams contributes a slew of songs a few potential hits, a few more simply intrusive to the album but the whole package certainly captures the volatile, errant spirit of the piece.	1
you'd think by now america would have had enough of plucky british eccentrics with hearts of gold. yet his act is not charming here?	1
"whether or not you are re enlightened by any of derrida's lectures on "" the other "" or "" the other, "" derrida is an undeniably fascinating and playful writer."	1
a pleasant social movie, held together by skilled ensemble actors.	1
1986 is the best american movie about troubled teens since 1998's whatever.	1
disney has always been hit hard or completely miss when bringing beloved kids and books to the screen... was everlasting in a little of both.	1
just the labour involved, creating the layered richness of the imagery in this chiaroscuro of madness and light was astonishing.	1
the opening subplot keenly depicts the inner struggles of our adolescent heroes - insecure, uncontrolled, and intense.	1
the invincible werner her family is alive and well and resides in la	1
morton is a great actress portraying the the character, but morvern callar grows less compelling the farther it meanders from her shocking start.	1
part of the charm of the rouge is that it avoids the obvious with humour and lightness.	1
son of the bride may be a good half - hour too, but comes reparable with a flattering sense of mystery and quietness.	1
a simmering family drama in which the bursts of sudden violence are all the more startling for the frantic buildup that has preceded them.	1
a taut, intelligent psychological drama.	1
a compelling coming - of - age drama addressing the arduous journey of a sensitive young girl through a series of foster homes and a fierce struggle to break free from her dangerous and domineering mother's hold over her.	1
a truly moving experience, and a perfect example of how art - - when done right - - can help heal, clarify, and comfort.	1
this delicately observed piece, deeply felt and masterfully stylized, is a triumph for its long peers.	1
at heart the movie is a deftly wrought suspense yarn whose long shadings work as a rather absurd substance.	1
the appearance of tree boy crashing and gollum's expanded role will either have you loving what you're doing, oriling your eyes. i loved it! gollum's'performance'is incredible!	1
